"Signature page name",Experiment,Study,Source,"Curated date",Curator,"Revision editor",Description,"Abundance in Group 1","MetaPhlAn taxon names","NCBI Taxonomy IDs",State,Reviewer
"Signature 1","Experiment 1","Study 304","Table S1","8 June 2020","Mst Afroza Parvin","WikiWorks743,Lwaldron","Significantly different microbial taxa after 7 days intervention with vancomycin and placebo in feces using linear mixed models",increased,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes caccae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales Family XIII. Incertae Sedis|g__Anaerovorax|s__Anaerovorax odorimutans,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia obeum,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus eutactus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea formicigenerans,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella lenta,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium prausnitzii,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnobacterium|s__Lachnobacterium bovis,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira pectinoschiza,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora sphenoides,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactiplantibacillus|s__Lactiplantibacillus plantarum,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Papillibacter|s__Papillibacter cinnamivorans,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus bromii,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Tyzzerella|s__Tyzzerella nexilis,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|s__[Clostridium] cellulosi",2|1239|186801|186802|186803|207244|105841;2|1239|186801|186802|543314|109326|109327;2|201174|84998|84999|1643824|1380;2|201174|1760|85004|31953|1678;2|1239|186801|186802|186803|572511|40520;2|201174|84998|84999|84107|102106;2|1239|186801|186802|186803|33042|33043;2|1239|186801|186802|186803|189330|39486;2|201174|84998|1643822|1643826|84111|84112;2|1239|186801|186802|216572|216851|853;2|1239|186801|186802|186803|140625|140626;2|1239|186801|186802|186803|28050|28052;2|1239|186801|186802|186803|2719231|29370;2|1239|91061|186826|33958|2767842|1590;2|1239|186801|186802|216572|100175|100176;2|1239|186801|186802|216572|1263|40518;2|1239|186801|186802|186803|1506577|29361;2|1239|186801|186802|216572|29343,Complete,"Rimsha Azhar"
"Signature 1","Experiment 1","Study 360","Figure 10 & text","14 July 2020","Zyaijah Bailey",WikiWorks743,"Effects of inhaled filtered air (FA), wood-smoke (WS), and mixed diesel and gasoline vehicle exhaust (MVE) on the relative abundance of gastrointestinal bacteria at the (A) phylum level, and (B) genus level in ApoE−/-mice.",increased,"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium",2|1239|526524|526525|2810281|191303;2|1239|186801|186802|31979|1485,Complete,
"Signature 2","Experiment 1","Study 360","Figure 10 & text","14 July 2020","Zyaijah Bailey",WikiWorks743,"Effects of inhaled filtered air (FA), wood-smoke (WS), and mixed diesel and gasoline vehicle exhaust (MVE) on the relative abundance of gastrointestinal bacteria at the (A) phylum level, and (B) genus level in ApoE−/-mice.",decreased,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospira,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus",2|1239|186801|186802|216572|119852;2|1239|91061|186826|33958|1578,Complete,
"Signature 1","Experiment 2","Study 360","Figure 10 & text","14 July 2020","Zyaijah Bailey",WikiWorks743,"Effects of inhaled filtered air (FA), wood-smoke (WS), and mixed diesel and gasoline vehicle exhaust (MVE) on the relative abundance of gastrointestinal bacteria at the (A) phylum level, and (B) genus level in ApoE−/-mice.",increased,,,Complete,
"Signature 2","Experiment 2","Study 360","Figure 10 & text","14 July 2020","Zyaijah Bailey",WikiWorks743,"Effects of inhaled filtered air (FA), wood-smoke (WS), and mixed diesel and gasoline vehicle exhaust (MVE) on the relative abundance of gastrointestinal bacteria at the (A) phylum level, and (B) genus level in ApoE−/-mice.",decreased,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospira,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus",2|1239|186801|186802|216572|119852;2|1239|186801|186802|31979|1485;2|1239|91061|186826|33958|1578,Complete,
"Signature 1","Experiment 1","Study 336",Text,"2 July 2020","Mst Afroza Parvin","WikiWorks743,Chloe","Composition Analysis of Microbiota",increased,"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,k__Bacteria|p__Bacteroidetes,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas,k__Bacteria|p__Actinobacteria",2|976|200643|171549|815|816;2|976;2|1239|91061|186826|33958|1578;2|1224|28211|204457|41297|13687;2|201174,Complete,Chloe
"Signature 2","Experiment 1","Study 336",Text,"2 July 2020","Mst Afroza Parvin",WikiWorks743,"Composition Analysis of Microbiota",decreased,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium,2|1239|186801|186802|31979|1485,Complete,Chloe
"Signature 1","Experiment 2","Study 336",Text,"2 July 2020","Mst Afroza Parvin","WikiWorks743,Chloe","Composition Analysis of Microbiota",increased,"k__Bacteria|p__Actinobacteria,k__Bacteria|p__Bacteroidetes",2|201174;2|976,Complete,Chloe
"Signature 1","Experiment 3","Study 336",Text,"2 July 2020","Mst Afroza Parvin","WikiWorks743,Chloe","Composition Analysis of Microbiota",increased,"k__Bacteria|p__Bacteroidetes,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|s__Escherichia/Shigella sp.",2|976;2|1224|1236|91347|543|1940338,Complete,Chloe
"Signature 1","Experiment 4","Study 336",Text,"2 July 2020","Mst Afroza Parvin",WikiWorks743,"Composition Analysis of Microbiota",increased,"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus",2|976|200643|171549|815|816;2|1239|91061|186826|81852|1350,Complete,Chloe
"Signature 2","Experiment 4","Study 336",Text,"2 July 2020","Mst Afroza Parvin",WikiWorks743,"Composition Analysis of Microbiota",decreased,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella,2|1224|1236|91347|543|570,Complete,Chloe
"Signature 1","Experiment 5","Study 336",Text,"30 March 2022",Chloe,Chloe,,decreased,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus,2|1239|91061|186826|81852|1350,Complete,Chloe
"Signature 1","Experiment 6","Study 336",Text,"30 March 2022",Chloe,Chloe,,decreased,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium,2|1239|186801|186802|31979|1485,Complete,Chloe
"Signature 1","Experiment 1","Study 344","Figure 4a, text","7 July 2020","Zyaijah Bailey","WikiWorks743,Lwaldron","the most differentially abundant taxa between the two groups were identified through the LDA score which was generated from LEfSe analysis (phylum to genus: p, phylum; c, class; o, order; f, family; g, genus)",increased,"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor,k__Bacteria|p__Fusobacteria,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales,k__Bacteria|p__Fusobacteria|c__Fusobacteriia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter,k__Bacteria|p__Proteobacteria,k__Archaea|p__candidate phylum NAG2,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales",2|1224|28221;2|1239|186801|186802|216572|946234;2|32066;2|32066|203490|203491|203492;2|32066|203490|203491;2|32066|203490;2|1239|186801|186802|216572|459786;2|1224;2157|1448937;2|32066|203490|203491|203492|848;2|1224|28221|213115|194924;2|1224|28221|213115,Complete,
"Signature 2","Experiment 1","Study 344","Figure 4a, text","7 July 2020","Zyaijah Bailey",WikiWorks743,"the most differentially abundant taxa between the two groups were identified through the LDA score which was generated from LEfSe analysis (phylum to genus: p, phylum; c, class; o, order; f, family; g, genus)",decreased,"k__Bacteria|p__Acidobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|s__Azotobacter group,k__Bacteria|p__Firmicutes|c__Bacilli,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas,k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales,k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes,k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__Gemmatimonas,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Delftia,k__Bacteria|p__Gemmatimonadetes,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Leucobacter,k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae,k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales,k__Bacteria|p__Deferribacteres,k__Bacteria|p__Deferribacteres|c__Deferribacteres,k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Mucispirillaceae|g__Mucispirillum,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter",2|57723;2|1224|1236|72274|135621|286;2|1224|1236|72274|135621|351;2|1239|91061;2|1224|1236;2|1224|1236|72274;2|1224|28211|204457;2|1224|28211|204457|41297|13687;2|142182|219685|219686;2|142182|219685;2|142182|219685|219686|219687|173479;2|1224|28216|80840|80864|80865;2|142182;2|1239|91061|186826|1300;2|1239|91061|1385;2|201174|1760|85006|85023;2|1239|91061|186826|1300|1301;2|1239|91061|1385|186817|1386;2|201174|1760|85006|85023|55968;2|200930|68337|191393|191394;2|200930|68337|191393;2|200930;2|200930|68337;2|200930|68337|191393|2945020|248038;2|976|200643|171549|1853231|283168,Complete,
"Signature 1","Experiment 1","Study 692","Table 4; Table 3","3 September 2022","Mary Bearkland","Mary Bearkland","Table 4: Differences in the dominant microbial species at the genus level in the non-prebiotic and prebiotic groups
Table 3: Changes in the dominant microbial species at the phylum level",decreased,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,2|976|200643|171549|815|816,Complete,
"Signature 2","Experiment 1","Study 692","Table 4; Table 3","3 September 2022","Mary Bearkland","Mary Bearkland","Table 4:  Differences in the dominant microbial species at the genus level in the non-prebiotic and prebiotic groups
Table 3: Changes in the dominant microbial species at the phylum level",increased,"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus",2|201174|1760|85004|31953|1678;2|1239|91061|186826|81852|1350,Complete,
"Signature 1","Experiment 2","Study 692","Table 5","3 September 2022",,,"Differences in the dominant microbial species at the genus level pre- and postoperatively",decreased,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,2|976|200643|171549|815|816,Complete,
"Signature 2","Experiment 2","Study 692","Table 5","3 September 2022",,,"Differences in the dominant microbial species at the genus level pre- and postoperatively",increased,"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus",2|1239|91061|186826|1300|1357;2|1239|91061|186826|81852|1350;2|1239|91061|186826|1300|1301;2|1239|91061|1385|186817|1386,Complete,
"Signature 1","Experiment 3","Study 692","Table 5; Figure 3","3 September 2022","Mary Bearkland","Mary Bearkland","(Table 5)Differences in the dominant microbial species at the genus level pre- and postoperatively; 
(Fig 3) Dominant microbial species at the Operational Taxonomic Unit (OUT) level. The color band was changed from blue to red, indicating that the abundance of bacteria
gradually increased. Target bacteria are shown in the colored boxes. Heatmap analysis of differential intestinal microbiotas was performed using the OTU approach by using a
random forest model. Microbial species were clustered according to the abundance in each sample.",increased,"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|s__Escherichia/Shigella sp.",2|1239|91061|1385|186817|1386;2|201174|1760|85004|31953|1678;2|1239|91061|186826|81852|1350;2|1224|1236|91347|543|1940338,Complete,
"Signature 2","Experiment 3","Study 692","Table 5; Figure 3","3 September 2022",,,"(Table 5)Differences in the dominant microbial species at the genus level pre- and postoperatively; (Fig 3) Dominant microbial species at the Operational Taxonomic Unit (OUT) level. The color band was changed from blue to red, indicating that the abundance of bacteria gradually increased. Target bacteria are shown in the colored boxes. Heatmap analysis of differential intestinal microbiotas was performed using the OTU approach by using a random forest model. Microbial species were clustered according to the abundance in each sample.",decreased,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,2|976|200643|171549|815|816,Complete,
"Signature 1","Experiment 4","Study 692","Table 4; Table 3","3 September 2022","Mary Bearkland","Mary Bearkland","Table 4:  Differences in the dominant microbial species at the genus level in the non-prebiotic and prebiotic groups
Table 3: Changes in the dominant microbial species at the phylum level",increased,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium,2|201174|1760|85004|31953|1678,Complete,
"Signature 2","Experiment 4","Study 692","Table 4; Table 3","3 September 2022","Mary Bearkland","Mary Bearkland","Table 4:  Differences in the dominant microbial species at the genus level in the non-prebiotic and prebiotic groups
Table 3: Changes in the dominant microbial species at the phylum level",decreased,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus,2|1239|91061|186826|81852|1350,Complete,
"Signature 1","Experiment 1","Study 361","Figure 7","14 July 2020","Zyaijah Bailey","WikiWorks743,Claregrieve1","Differentially abundant taxa in the smoke-exposed male mice versus all other mice",increased,"k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae,k__Archaea|p__Candidatus Aenigmarchaeota,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales,k__Bacteria|p__Verrucomicrobia,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae",2|74201|203494|48461|1647988|239934;2|74201|203494|48461|1647988;2157|743724;2|1224|28211|204441;2|74201;2|74201|203494,Complete,Claregrieve1
"Signature 1","Experiment 2","Study 361","Figure 7","14 July 2020","Zyaijah Bailey",WikiWorks743,"Differentially abundant taxa in the smoke-exposed female mice versus all other mice",increased,"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae",2|976|200643|171549|815;2|976|200643|171549|815|816;2|976|200643|171549|2005473,Complete,
"Signature 1","Experiment 3","Study 361","Figure 7","14 July 2020","Zyaijah Bailey","WikiWorks743,Claregrieve1","Differentially abundant taxa in the smoke-exposed ovariectomized female mice versus all other mice",increased,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Rikenella",2|1239|186801|186802|186803|830;2|976|200643|171549|171552;2|976|200643|171549|171550|28138,Complete,Claregrieve1
"Signature 1","Experiment 4","Study 361","Figure 2","14 July 2020","Zyaijah Bailey","WikiWorks743,Claregrieve1","Differential microbial taxa between the control and smoke-exposed groups",increased,"k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia sp.,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter,k__Bacteria|p__Verrucomicrobia,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia",2|74201|203494|48461|1647988|239934|1872421;2|976|200643|171549|815;2|976|200643|171549|815|816;2|1239|186801|186802|216572|459786;2|74201;2|74201|203494;2|74201|203494|48461;2|74201|203494|48461|1647988|239934,Complete,
"Signature 2","Experiment 4","Study 361","Figure 2","14 July 2020","Zyaijah Bailey","WikiWorks743,Claregrieve1","Differential microbial taxa between the control and smoke-exposed groups",decreased,"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|s__uncultured Bacteroidales bacterium",2|976|200643|171549|171550|239759;2|1239|186801|186802|186803;2|976|200643|171549|2005473;2|976|200643|171549|171550;2|976|200643|171549|194843,Complete,Claregrieve1
"Signature 1","Experiment 1","Study 79","Table S1A","28 March 2019","Marianthi Thomatos",WikiWorks743,"Effects of laparoscopic sleeve gastrectomy (LSG) and very low calorie diet (VLCD) for obesity on gut microbiota composition",increased,"k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp. 3_1_40A,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. L2-50,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus obeum CAG:39,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea longicatena",2|1239|186801;2|1239|186801|186802;2|1239|186801|186802|541000;2|1239|186801|186802|186803|33042;2|1239|186801|186802|186803|189330;2|1239|186801|186802|216572|1263;2|976|200643|171549|815|816|469593;2|1239|186801|186802|31979|1485|411489;2|1239|186801|186802|216572|1263|1263107;2|1239|186801|186802|186803|189330|88431,Complete,"Shaimaa Elsafoury"
"Signature 1","Experiment 2","Study 79","Table S1B","28 March 2019","Marianthi Thomatos","WikiWorks743,Fatima","Effects of laparoscopic sleeve gastrectomy (LSG) and very low calorie diet (VLCD) for obesity on gut microbiota composition",decreased,"k__Bacteria|p__Firmicutes|c__Bacilli,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia hydrogenotrophica,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. D5,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. M62/1,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Coprobacillus,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus faecium,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium limosum,k__Bacteria|p__Fusobacteria,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora saccharolytica,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Oribacterium,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__[Clostridium] symbiosum,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Coprobacillus|s__Coprobacillus cateniformis",2|1239|91061;2|1239|186801|186802|186803|572511|53443;2|1239|186801|186802|31979|1485|556261;2|1239|186801|186802|31979|1485|411486;2|1239|526524|526525|2810280|100883;2|1239|91061|186826|81852;2|1239|91061|186826|81852|1350;2|1239|91061|186826|81852|1350|1352;2|1239|186801|186802|186806|1730|1736;2|32066;2|32066|203490|203491|203492;2|32066|203490|203491;2|1239|526524|526525|128827|61170;2|1239|186801|186802|186803|2719231|84030;2|1239|91061|186826;2|1239|91061|186826|33958|1578;2|1239|186801|186802|186803|265975;2|1239|186801|186802|541000;2|1239|186801|186802|186804;2|1239|186801|186802|216572|1263;2|1239|186801|186802|186803|1506553|1512;2|1239|526524|526525|2810280|100883|100884,Complete,Fatima
